sentence,label,idx,__source_split
"genial is the conceit , this is one of those rare pictures that you root for throughout ",1,26779,train
and not bad enough to repulse any generation of its fans ,1,26780,train
"at the diverse , marvelously twisted shapes history has taken ",1,26781,train
"aims to be funny , uplifting and moving , sometimes all at once ",1,26782,train
works its way up ,1,26783,train
to provide insight into a fascinating part of theater history ,1,26784,train
"the redeeming feature of chan 's films has always been the action , ",1,26785,train
an intriguing story ,1,26786,train
meditative and ,1,26787,train
villeneuve creates in maelstrom a world where the bizarre is credible and the real turns magical . ,1,26788,train
paid enough to sit through crap like this ,0,26789,train
a film that has nothing ,0,26790,train
"forced drama in this wildly uneven movie , ",0,26791,train
none-too-funny commentary ,0,26792,train
... broad streaks of common sense emerge with unimpeachable clarity . ,1,26793,train
a high enough level ,1,26794,train
rather tired ,0,26795,train
has made a film of intoxicating atmosphere and little else . ,0,26796,train
go where we went 8 movies ago ,1,26797,train
inane ramblings ,0,26798,train
a dream ,1,26799,train
"both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations ",1,26800,train
of terrific ,1,26801,train
most of the distance ,0,26802,train
"stale first act , scrooge story , ",0,26803,train
ignore ,0,26804,train
the film 's unhurried pace is actually one of its strengths . ,1,26805,train
may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence ,0,26806,train
he just slopped ` em together here ,0,26807,train
vital comic ingredient ,1,26808,train
a soulless hunk of exploitative garbage ,0,26809,train
candy and cheeky ,1,26810,train
"a full experience , ",1,26811,train
the same mistake ,0,26812,train
two signs that m. night shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema ,0,26813,train
leaves a bad taste in your mouth and questions ,0,26814,train
a painful ride ,0,26815,train
does n't drag an audience down ,1,26816,train
an odd drama ,0,26817,train
the storylines are woven together skilfully ,1,26818,train
shimmering cinematography ,1,26819,train
a rich and full life ,1,26820,train
just plain ,0,26821,train
is effective ,1,26822,train
celebrity cameos do not automatically equal laughs ,0,26823,train
continues to improve ,1,26824,train
consistent emotional conviction ,1,26825,train
a better thriller ,1,26826,train
film a must for everyone from junior scientists ,1,26827,train
"peter jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte could want . ",1,26828,train
worst thing ,0,26829,train
"is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller . ",1,26830,train
the dialogue frequently misses the mark ,0,26831,train
"-- stoner midnight flick , sci-fi deconstruction , gay fantasia -- ",0,26832,train
develop her own film language ,1,26833,train
ignite sparks ,1,26834,train
the only belly laughs come from the selection of outtakes tacked onto the end credits ,0,26835,train
", elusive , yet inexplicably ",1,26836,train
's just plain lurid when it is n't downright silly ,0,26837,train
he 's just adjusting ,0,26838,train
welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion ,1,26839,train
poorly rejigger fatal attraction into a high school setting ,0,26840,train
"a waste of de niro , mcdormand and the other good actors in the cast ",0,26841,train
"to visit , this laboratory of laughter ",1,26842,train
one of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch . ,0,26843,train
a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i ,1,26844,train
it 's probably worth catching solely on its visual merits . ,1,26845,train
every one ( and no one ) ,0,26846,train
shoddy ,0,26847,train
jealous ,0,26848,train
are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed ,0,26849,train
forgets to make it entertaining ,0,26850,train
if also somewhat hermetic . ,1,26851,train
all the pleasure of a handsome and well-made entertainment ,1,26852,train
who are enthusiastic about something and then ,1,26853,train
by-the-numbers yarn . ,0,26854,train
this equally derisive clunker is fixated on the spectacle of small-town competition . ,0,26855,train
", ( haneke ) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology . ",1,26856,train
"hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one ",0,26857,train
amazement ,1,26858,train
"old-fashioned , occasionally charming and as subtle ",1,26859,train
admirable reconstruction ,1,26860,train
notorious reputation ,0,26861,train
you thought was going to be really awful ,0,26862,train
legal battle ,0,26863,train
crash-and-bash ,0,26864,train
though clearly well-intentioned ,1,26865,train
"his contradictory , self-hating , self-destructive ways ",0,26866,train
walked away from this new version of e.t. just as i hoped i would -- with moist eyes . ,1,26867,train
psychologically probing ,1,26868,train
"dumb gags , anatomical humor , or character cliches ",0,26869,train
is actually one of its strengths ,1,26870,train
death and mind-numbing indifference ,0,26871,train
"of a big , tender hug ",1,26872,train
itself -- as well its delightful cast -- ,1,26873,train
it has definite weaknesses ,0,26874,train
racial profiling hollywood style ,0,26875,train
being stuck in a dark pit having a nightmare about bad cinema ,0,26876,train
going to subjugate truth to the tear-jerking demands of soap opera ,0,26877,train
they spend years trying to comprehend it ,0,26878,train
daring and ,1,26879,train
"this remains a film about something , one that attempts and often achieves a level of connection and concern . ",1,26880,train
"that there is no rest period , no timeout ",0,26881,train
"maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor ",1,26882,train
way to make j.k. rowling 's marvelous series into a deadly bore ,0,26883,train
"is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny . ",1,26884,train
everything is off . ,0,26885,train
an eventual cult classic would be an understatement ,1,26886,train
"the best thing about the movie is its personable , amusing cast . ",1,26887,train
rape and suspected murder ,1,26888,train
"can still turn out a small , personal film with an emotional wallop ",1,26889,train
is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads . ,0,26890,train
give it considerable punch ,1,26891,train
"dialogue , 30 seconds of plot ",0,26892,train
"hold our interest , but its just not a thrilling movie ",0,26893,train
"it almost completely dry of humor , verve and fun ",0,26894,train
the soulful development of two rowdy teenagers ,1,26895,train
", it 's waltzed itself into the art film pantheon . ",1,26896,train
composed delivery ,1,26897,train
visual style ,1,26898,train
the real deal ,1,26899,train
cool gadgets and creatures keep this fresh . ,1,26900,train
"a creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy . ",1,26901,train
it ultimately delivers ,1,26902,train
smart and dark - hallelujah for small favors ,1,26903,train
`` bowling for columbine '' remains a disquieting and thought-provoking film ... ,1,26904,train
shamefully ,0,26905,train
confident ,1,26906,train
", you 'd have a hard time believing it was just coincidence . ",0,26907,train
"seems to want to be a character study , but apparently ",0,26908,train
is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish ,1,26909,train
most elusive ,1,26910,train
a hugely enjoyable film ,1,26911,train
is pretty funny now and then without in any way demeaning its subjects . ,1,26912,train
"reveals itself slowly , intelligently , artfully . ",1,26913,train
he does display an original talent ,1,26914,train
scream ,0,26915,train
jovial ,1,26916,train
"may take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours ",1,26917,train
- worst of all - ,0,26918,train
"gentle , lapping rhythms of this film ",1,26919,train
gets full mileage ,1,26920,train
preserves tosca 's intoxicating ardor ,1,26921,train
"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes . ",0,26922,train
hollywood trap ,0,26923,train
lumpen ,0,26924,train
"as a director , eastwood is off his game -- there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising ",0,26925,train
"false sentiment or sharp , overmanipulative hollywood practices ",0,26926,train
"world traveler might not go anywhere new , or arrive anyplace special , but it 's certainly an honest attempt to get at something . ",1,26927,train
that plays like a loosely-connected string of acting-workshop exercises ,0,26928,train
is nonexistent . ,0,26929,train
the cinematic stylings of director john stockwell ,1,26930,train
apart from reporting on the number of tumbleweeds blowing through the empty theaters ,0,26931,train
performances ,1,26932,train
illustrating the demons bedevilling the modern masculine journey ,0,26933,train
"last orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced . ",1,26934,train
"following up a delightful , well-crafted family film ",1,26935,train
better movie experience ,1,26936,train
"katz 's documentary does n't have much panache , but with material this rich it does n't need it . ",1,26937,train
be an astronaut ,1,26938,train
( a ) smarter and much funnier version of the old police academy flicks . ,1,26939,train
a gripping drama . ,1,26940,train
slightly flawed ( and fairly unbelievable ) finale ,0,26941,train
undeniably fascinating and playful fellow ,1,26942,train
stand in future years as an eloquent memorial ,1,26943,train
keep my attention ,1,26944,train
should strike a nerve in many . ,1,26945,train
the worst elements of all of them ,0,26946,train
a sturdiness and solidity that we 've long associated with washington ,1,26947,train
seems to really care ,1,26948,train
well acted by diane lane and richard gere . ,1,26949,train
"that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed . ",1,26950,train
... has thrown every suspenseful cliché in the book at this nonsensical story . ,0,26951,train
childlike dimness ,0,26952,train
terrific casting and ,1,26953,train
"the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold ",1,26954,train
"love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane ",1,26955,train
hymn and a cruel story of youth culture ,0,26956,train
"eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot . ",0,26957,train
wondering why lee 's character did n't just go to a bank manager and save everyone the misery ,1,26958,train
"the movie attempts to mine laughs from a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific cliches is n't exactly endearing ",0,26959,train
romantic comedy with a fresh point of view just does n't figure in the present hollywood program . ,1,26960,train
the unfulfilling ,0,26961,train
"has been , pardon the pun , sucked out and replaced by goth goofiness ",0,26962,train
"dip into your wallet , swipe 90 minutes of your time , and ",1,26963,train
incorporates so much ,1,26964,train
already-shallow ,0,26965,train
we also need movies like tim mccann 's revolution no. 9 . ,1,26966,train
as a detailed personal portrait and as a rather frightening examination of modern times ,1,26967,train
it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring ,0,26968,train
is too amateurishly square to make the most of its own ironic implications ,0,26969,train
the wonderfully lush morvern callar is pure punk existentialism ,1,26970,train
to see where one 's imagination will lead when given the opportunity ,1,26971,train
is corcuera 's attention to detail . ,1,26972,train
has been lost in the translation ... another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise . ,0,26973,train
onto a different path ,1,26974,train
tedious as the chatter of parrots raised on oprah ,0,26975,train
may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence . ,0,26976,train
large cast ,1,26977,train
amounts of beautiful movement and inside information ,1,26978,train
"subject us to boring , self-important stories of how horrible we are to ourselves and each other ",0,26979,train
a great cast ,1,26980,train
such superficial treatment ,0,26981,train
admirable storyteller ,1,26982,train
ludicrous ,0,26983,train
"it celebrates the group 's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his ` angels of light . ' ",1,26984,train
sugary sentiment and withholds delivery on the pell-mell ,0,26985,train
deserves a huge amount of the credit for the film 's thoroughly winning tone ,1,26986,train
limitations ,0,26987,train
about one in three gags in white 's intermittently wise script hits its mark ,1,26988,train
meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics . ,1,26989,train
the astute direction ,1,26990,train
"if hill is n't quite his generation 's don siegel ( or robert aldrich ) , it 's because there 's no discernible feeling beneath the chest hair ; it 's all bluster and cliché ",0,26991,train
a mystery how the movie could be released in this condition ,0,26992,train
"pan nalin 's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient indian practice , are as subtle and as enigmatic . ",1,26993,train
conservative christian parents ,1,26994,train
has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references . ,0,26995,train
there 's got to be a more graceful way of portraying the devastation of this disease . ,0,26996,train
"ms. phoenix is completely lacking in charm and charisma , and is unable to project either esther 's initial anomie or her eventual awakening . ",0,26997,train
of nothing at the core of this slight coming-of-age/coming-out tale ,0,26998,train
of spectacular belly flops ,0,26999,train
catapulting the artist ,1,27000,train
by someone who obviously knows nothing about crime ,0,27001,train
a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it ,1,27002,train
on its way ,1,27003,train
there 's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance . ,1,27004,train
"beautiful , entertaining two hours ",1,27005,train
"the edge of your seat , tense with suspense ",1,27006,train
"it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome ",1,27007,train
views youthful affluence not as a lost ideal but a starting point . ,1,27008,train
a muddy psychological thriller rife with miscalculations ,0,27009,train
captivates and shows ,1,27010,train
is horrible ,0,27011,train
"the dreary expanse of dead-end distaste the characters inhabit into a poem of art , music and metaphor ",0,27012,train
increasingly disturbed ,0,27013,train
is less about a superficial midlife crisis ,0,27014,train
something of bubba ho-tep 's clearly evident quality may end up languishing on a shelf somewhere ,1,27015,train
a prolonged extrusion of psychopathic pulp . ,0,27016,train
an undeniably fascinating and playful fellow ,1,27017,train
paper thin ,0,27018,train
that is gorgeously ,1,27019,train
not everything in this ambitious comic escapade works ,0,27020,train
", the heart of the film rests in the relationship between sullivan and his son . ",1,27021,train
sprightly ,1,27022,train
it was worth your seven bucks ,1,27023,train
that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category ,0,27024,train
"will please eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man ",1,27025,train
becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . '' ,0,27026,train
"it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success ",1,27027,train
is nicely performed by a quintet of actresses ,1,27028,train
lilo & stitch '' is n't the most edgy piece of disney animation to hit the silver screen ,0,27029,train
repetition and languorous slo-mo sequences ,0,27030,train
it 's difficult to shrug off the annoyance of that chatty fish ,0,27031,train
in the end it 's as sweet as greenfingers ,1,27032,train
"has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores ",1,27033,train
you 'll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra-large cotton candy . ,0,27034,train
"sharp comedy , old-fashioned monster movie atmospherics , and ",1,27035,train
this funny film ,1,27036,train
devoid ,0,27037,train
subtle direction ,0,27038,train
makes minority report necessary viewing for sci-fi fans ,1,27039,train
"when compared to the usual , more somber festival entries , davis ' highly personal brand of romantic comedy is a tart , smart breath of fresh air ",1,27040,train
's probably not easy to make such a worthless film ,0,27041,train
is hardly journalism at all ,0,27042,train
gloriously unsubtle ,1,27043,train
in its over-the-top way ,1,27044,train
"is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller ",1,27045,train
dies . ,0,27046,train
quite fun in places ,1,27047,train
much more successful translation ,1,27048,train
a sentimental mess that never rings true ,0,27049,train
the story and the actors are served with a hack script . ,0,27050,train
", this cross-cultural soap opera is painfully formulaic and stilted . ",0,27051,train
matched only by the ridiculousness of its premise ,0,27052,train
"if you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign . ",0,27053,train
is a shapeless inconsequential move relying on the viewer to do most of the work . ,0,27054,train
's semi-amusing to watch robert deniro belt out `` when you 're a jet ,1,27055,train
", i 'm going to recommend secretary , based on the wonderful acting clinic put on by spader and gyllenhaal ",1,27056,train
the visual wit of the previous pictures ,1,27057,train
these lives count ,1,27058,train
the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about . ,0,27059,train
he shows and empathizes with the victims he reveals ,1,27060,train
an attention ,1,27061,train
"sensual , funny and , in the end , very touching . ",1,27062,train
has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch ,1,27063,train
sometimes is a brilliant movie . ,1,27064,train
"affecting story about four sisters who are coping , in one way or another , with life ",1,27065,train
rapt spell ,1,27066,train
proves himself a deft pace master and stylist ,1,27067,train
touchingly mending a child 's pain for his dead mother via communication with an old woman straight out of eudora welty ,1,27068,train
", but i believe a movie can be mindless without being the peak of all things insipid . ",0,27069,train
hands-on storytelling ,1,27070,train
"repellent to fully endear itself to american art house audiences , but ",1,27071,train
eighties ,1,27072,train
little room ,0,27073,train
there is n't much to it . ,0,27074,train
that it 's actually watchable ,1,27075,train
dispassionate ,0,27076,train
"strangers , which opens today in the new york metropolitan area , so distasteful ",0,27077,train
"in a random series of collected gags , pranks , pratfalls , dares , injuries , etc . ",0,27078,train
good for this sucker ,1,27079,train
wrapping the theater ,1,27080,train
visual coming right ,1,27081,train
halfwit ,0,27082,train
but it does somehow manage to get you under its spell . ,1,27083,train
"slightly sunbaked and summery mind , sex and ",1,27084,train
"gives give a solid , anguished performance that eclipses nearly everything else she 's ever done ",1,27085,train
the giant screen and its hyper-realistic images ,1,27086,train
"jolt you out of your seat a couple of times , ",1,27087,train
a well-mounted history lesson ,1,27088,train
"works , it 's thanks to huston 's revelatory performance . ",1,27089,train
a cliché left unsaid ,0,27090,train
is one that any art-house moviegoer is likely to find compelling . ,1,27091,train
that it becomes a chore to sit through -- despite some first-rate performances by its lead ,0,27092,train
's an energy to y tu mamá también . ,1,27093,train
") fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard ",0,27094,train
", ( ahola ) has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation . ",0,27095,train
"it 's a setup so easy it borders on facile , but ",0,27096,train
"of light-heartedness , that makes it attractive throughout ",1,27097,train
lots of sloppiness ,0,27098,train
any country ,0,27099,train
"there 's undeniable enjoyment to be had from films crammed with movie references , ",1,27100,train
what 's surprising is how well it holds up in an era in which computer-generated images are the norm . ,1,27101,train
its generic villains lack any intrigue ( other than their funny accents ) and the action scenes are poorly delivered . ,0,27102,train
gain the unconditional love she seeks ,0,27103,train
an earnest moment ,1,27104,train
"female friendship , ",1,27105,train
", at last count , numbered 52 different versions ",0,27106,train
the history is fascinating ; the action is dazzling . ,1,27107,train
"gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clichés . ",0,27108,train
"from bill plympton , the animation master , ",1,27109,train
the two leads delivering oscar-caliber performances ,1,27110,train
guilty of the worst sin of attributable to a movie like this ,0,27111,train
friday after next is the kind of film that could only be made by african-americans because of its broad racial insensitivity towards african-americans . ,0,27112,train
rouses us ,1,27113,train
the adjective ` gentle ' ,1,27114,train
check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on . ,0,27115,train
the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- but it 's smooth and professional . ,0,27116,train
a chilling tale of one of the great crimes of 20th century france : the murder of two rich women by their servants in 1933 ,1,27117,train
explosive physical energy ,1,27118,train
jovial air ,1,27119,train
urban comedy is clearly not zhang 's forte ,0,27120,train
cleverly written ,1,27121,train
infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor ,1,27122,train
is as consistently engaging as it is revealing . ,1,27123,train
"with or without the sex , a wonderful tale of love and destiny , told well by a master storyteller ",1,27124,train
screen magic ,1,27125,train
deathly ,0,27126,train
liked about schmidt a lot ,1,27127,train
a sensitive and astute ,1,27128,train
shooting ,0,27129,train
may put off insiders and outsiders alike . ,0,27130,train
an encyclopedia of cliches that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence ,0,27131,train
on its taut performances and creepy atmosphere ,0,27132,train
love and culture ,1,27133,train
confusing melange ,0,27134,train
this dreadfully earnest inversion of the concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension . ,0,27135,train
a golden book sprung to life ,1,27136,train
"is a hoot , and is just as good , if not better than much of what 's on saturday morning tv especially the pseudo-educational stuff we all ca n't stand ",1,27137,train
been given a part worthy of her considerable talents ,1,27138,train
recommend the film ,1,27139,train
weighted down with slow ,0,27140,train
"twisted , brilliant and macabre ",1,27141,train
his own infinite insecurity is a work of outstanding originality ,1,27142,train
impish ,0,27143,train
good job ,1,27144,train
", you are likely to be as heartily sick of mayhem as cage 's war-weary marine . ",0,27145,train
falls flat as thinking man cia agent jack ryan in this summer 's new action film ,0,27146,train
delicate coming-of-age tale ,1,27147,train
animal ,1,27148,train
could be a single iota worse ... ,0,27149,train
like e.t. the first time i saw it as a young boy ,1,27150,train
"charred , somewhere northwest of the bermuda triangle ",0,27151,train
"compassion , sacrifice , ",1,27152,train
"the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it ",0,27153,train
ideas and special-interest groups ,1,27154,train
is n't as sharp or as fresh ,0,27155,train
is delicately ,1,27156,train
"frailty '' has been written so well , that even a simple `` goddammit ! '' ",1,27157,train
make watching such a graphic treatment of the crimes bearable ,1,27158,train
gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior . ,1,27159,train
a strong and confident work ,1,27160,train
"in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo ",0,27161,train
largely flat and uncreative ,0,27162,train
of almost perpetually wasted characters ,0,27163,train
a tearjerker ,1,27164,train
"does all of this , and more ",1,27165,train
surprise family ,1,27166,train
demeaning its subjects ,0,27167,train
raw-nerved story ,1,27168,train
"celebrates the group 's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his ` angels of light . ' ",1,27169,train
"i loved on first sight and , even more important , love in remembrance . ",1,27170,train
excited ,1,27171,train
that as a director washington demands and receives excellent performances ,1,27172,train
"executed with such gentle but insistent sincerity , with such good humor and ",1,27173,train
", paxton , making his directorial feature debut , does strong , measured work . ",1,27174,train
a slam-dunk ,1,27175,train
does n't really add up to much ,0,27176,train
wiseman is patient ,1,27177,train
"improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end ",1,27178,train
putting together any movies of particular value or merit ,1,27179,train
"bang your head on the seat in front of you , ",0,27180,train
i was beginning to hate it ,0,27181,train
cultural and personal self-discovery ,1,27182,train
to be ignored ,0,27183,train
a solidly entertaining little film ,1,27184,train
about a brainy prep-school kid with a mrs. robinson complex ,1,27185,train
he 's already done way too often ,0,27186,train
is ugly to look at and not a hollywood product ,0,27187,train
"terrific performances , great to look at , and funny . ",1,27188,train
cinematography to the outstanding soundtrack and unconventional narrative ,1,27189,train
bisset ,1,27190,train
"witty , vibrant , and intelligent ",1,27191,train
opera-ish dialogue ,0,27192,train
cheapo ,0,27193,train
jagged camera moves ,0,27194,train
an absurdly simplistic picture ,0,27195,train
"girls , who learns that believing in something does matter ",1,27196,train
it 's not original enough . ,0,27197,train
lina ,1,27198,train
contemptible imitator ,0,27199,train
no amount of nostalgia for carvey 's glory days ,0,27200,train
from the writing and direction to the soggy performances ,0,27201,train
country ,1,27202,train
cinematography and exhilarating ,1,27203,train
"bring fresh , unforced naturalism to their characters . ",1,27204,train
disastrous ending ,0,27205,train
vibrant introduction ,1,27206,train
a critical and commercial disaster ,0,27207,train
"mad love does n't galvanize its outrage the way , ",0,27208,train
benefit enormously from the cockettes ' camera craziness -- ,1,27209,train
major acting lessons and maybe a little coffee ,0,27210,train
tremendous skill ,1,27211,train
", the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy . ",1,27212,train
straightforward and strikingly devious ,1,27213,train
"far-flung , illogical , and plain stupid ",0,27214,train
help but engage an audience ,1,27215,train
one of the greatest films ,1,27216,train
makes even jason x ... look positively shakesperean by comparison ,0,27217,train
"crass , then gasp for gas , verbal deportment ",0,27218,train
this is a movie you can trust . ,1,27219,train
nails all of orlean 's themes without being a true adaptation of her book ,1,27220,train
sustain a good simmer for most of its running time ,1,27221,train
you 'll probably love it . ,1,27222,train
"though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia 's true emotions ... but at the very least , his secret life will leave you thinking ",1,27223,train
pompous references ,0,27224,train
be rendered tedious by avary 's failure to construct a story with even a trace of dramatic interest ,0,27225,train
ambitious comic escapade ,1,27226,train
has the scope and shape of an especially well-executed television movie ,1,27227,train
"for most movies , 84 minutes is short , ",0,27228,train
"partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless . ",0,27229,train
"replaced with morph , a cute alien creature who mimics everyone and everything around ",1,27230,train
"remain interested , or at least conscious ",0,27231,train
in the end there is one word that best describes this film : honest . ,1,27232,train
"a dashing and resourceful hero ; a lisping , reptilian villain ",1,27233,train
if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product ,0,27234,train
gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek or laugh . ,0,27235,train
"it 's crafty , energetic and smart -- the kid is sort of like a fourteen-year old ferris bueller ",1,27236,train
worthwhile glimpse ,1,27237,train
of enthralling drama ,1,27238,train
begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times ,1,27239,train
insufficiently cathartic ,0,27240,train
that i ca n't remember a single name responsible for it ,0,27241,train
"is a shaky , uncertain film that nevertheless touches a few raw nerves . ",0,27242,train
", frightening war scenes ",0,27243,train
does an established filmmaker so ardently waste viewers ' time with a gobbler like this ,0,27244,train
"who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by godfrey reggio , with music by philip glass ? ",1,27245,train
"a mere excuse for the wan , thinly sketched story ",0,27246,train
"the 3-d vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry . ",1,27247,train
"is nearly incoherent , ",0,27248,train
feels as flat as the scruffy sands of its titular community . ,0,27249,train
to sit through than this hastily dubbed disaster ,0,27250,train
super ,1,27251,train
enough ,0,27252,train
"a thriller , ",1,27253,train
", even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream . ",1,27254,train
has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil . ,1,27255,train
a movie full of grace ,1,27256,train
all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut ,1,27257,train
sloppy ,0,27258,train
too boring and obvious ,0,27259,train
truly egregious lip-non-synching ,0,27260,train
own floundering way ,0,27261,train
join the pantheon of great monster/science fiction flicks that we have come to love ,1,27262,train
deliver a few gut-busting laughs ,1,27263,train
has a great cast and a great idea ,1,27264,train
a flair for dialogue comedy ,1,27265,train
"definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . ' ",1,27266,train
touching as the son 's room ,1,27267,train
lacks balance ... ,0,27268,train
you still have to see this ! ,1,27269,train
"it fails to have a heart , mind or humor of its own ",0,27270,train
zips along with b-movie verve while adding the rich details and go-for-broke acting that heralds something special ,1,27271,train
"that is n't heated properly , so that it ends up ",0,27272,train
"what a dumb , fun , curiously adolescent movie this is . ",1,27273,train
animation increasingly emphasizes the computer and the cool ,1,27274,train
"new , or inventive , ",1,27275,train
two-dimensional and pointless ,0,27276,train
"the action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises ",0,27277,train
by corrupt and hedonistic weasels ,0,27278,train
renewal ,1,27279,train
is suitably elegant ,1,27280,train
been a confusing and horrifying vision ,0,27281,train
superstar ,1,27282,train
with very little story or character ,0,27283,train
presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet . ,1,27284,train
is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann ,1,27285,train
"woody , what happened ? ",0,27286,train
was n't one of the film 's virtues ,0,27287,train
"an energetic , violent movie with a momentum that never lets up . ",1,27288,train
"work -- is charming , is moving ",1,27289,train
good-looking but relentlessly lowbrow outing plays like clueless does south fork . ,0,27290,train
use in the breathtakingly beautiful outer-space documentary space station 3d ,1,27291,train
to the phrase ` fatal script error ,0,27292,train
pass without reminding audiences that it 's only a movie ,0,27293,train
"life , ",1,27294,train
", and better ",1,27295,train
i saw worse stunt editing or cheaper action movie production values than in extreme ops ,0,27296,train
full circle ,1,27297,train
honesty ,1,27298,train
"sheridan is painfully bad , a fourth-rate jim carrey who does n't understand the difference between dumb fun and just plain dumb . ",0,27299,train
this wild welsh whimsy ,1,27300,train
jaw-dropping ,1,27301,train
